paper_id,declared_replacement_levels_pct,replacement_min_pct,replacement_max_pct,material_type,source_material,processing_method,processing_parameters,sio2_pct,activation_method,w_b_ratio,fe2o3_pct,al2o3_pct,pozzolanic_reactivity,cao_pct,mgo_pct,k2o_pct,mechanical_activation_method,amorphous_content_pct,activation_parameters,na2o_pct,specific_gravity,loi_pct,xrd_phases,other_reported_oxides,mineral_composition,thermal_treatment_temperature,replacement_pct,age_days,compressive_strength_mpa
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,20.0,56.0,48.2
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,20.0,90.0,40.0
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,20.0,90.0,42.3
P010,"5, 10, 15, 20",5.0,20.0,Rice husk ash (RHA),Rice husk,controlled,Incineration temperature < 700 °C; Sieving through 150 µm and 33 µm; Grinding in Los Angeles mill for 30 min and 180 min,87.86,mechanical,0.4,0.93,0.68,high,1.3,0.35,2.37,Los Angeles mill grinding,95.0,Grinded using Los Angeles mill,0.12,,,,,,700.0,20.0,90.0,41.3
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,20.0,90.0,41.7
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,20.0,90.0,33.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,20.0,90.0,38.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,20.0,90.0,55.7
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,20.0,90.0,57.2
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,20.0,90.0,40.0
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,20.0,90.0,48.7
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,20.0,90.0,56.8
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,20.0,91.0,69.0
P018,"0, 5, 10, 15, 20, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk from Vietnam,controlled,"Vibrating ball mill grinding time: 30 min (for 9 µm), 60 min (for 6.3 µm), 90 min (for 5.6 µm); Planetary ball mill grinding time: 3 h (for 3.6 µm).",91.32,mechanical,0.19,,,high,,,,Ball milling (vibrating ball mill / planetary ball mill),87.96,,,,3.81,Amorphous,,,,20.0,91.0,186.0
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,20.0,120.0,45.5
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,20.0,120.0,51.8
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,20.0,120.0,63.5
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,150.0,57.4
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,20.0,150.0,70.3
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,20.0,180.0,42.7
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,20.0,180.0,45.0
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,20.0,270.0,46.7
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,20.0,360.0,47.8
P072,25,25.0,25.0,Rice Husk Ash (RHA),"Sundried RHA collected in Bagamoyo, Tanzania",Burning in a muffle oven and grinding in a ball mill,Burned in small amounts to ensure homogeneous combustion and oxidizing environment; ground in small batches of 10 g,94.97,both,0.5,0.58,0.97,high,0.83,0.57,1.66,"Grinding in a ball mill (Cryomill, Retsch, Germany)",14.466667,Controlled laboratory muffle oven burning and ball mill grinding,0.58,2.29,,"Quartz, microlin, C3S, C2S, C3A, Portlandite, Ettringite",,Crystalline phases and back-calculated amorphous phases (C-S-H),650.0,25.0,2.0,25.1
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,25.0,3.0,1.0
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,25.0,7.0,10.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,25.0,7.0,4.0
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,25.0,7.0,7.95
P043,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash (RHA),Rice husk,Laboratory mill burning,Temperature of 600°C for 5 h,86.73,thermal,0.4,0.61,0.04,high,0.39,0.08,0.01,,,"Temperature: 600°C, Duration: 5 h",9.76,,0.54,,"TiO2: NULL, P2O5: NULL",,600.0,25.0,7.0,54.35
P065,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,650,81.47,thermal,0.5,1.34,1.61,"Combined silica, alumina and ferric-oxides: 84.42",1.22,1.46,0.32,,81.47,650,0.08,2.06,4.92,,Manganese Oxide (MnO): 0.03,,650.0,25.0,7.0,10.4
P066,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash,Rice husk / Paddy grains,Blazing,,87.5,,0.4,,,,,,,,87.5,,,,,,,,,25.0,7.0,15.8
P072,25,25.0,25.0,Rice Husk Ash (RHA),"Sundried RHA collected in Bagamoyo, Tanzania",Burning in a muffle oven and grinding in a ball mill,Burned in small amounts to ensure homogeneous combustion and oxidizing environment; ground in small batches of 10 g,94.97,both,0.5,0.58,0.97,high,0.83,0.57,1.66,"Grinding in a ball mill (Cryomill, Retsch, Germany)",14.466667,Controlled laboratory muffle oven burning and ball mill grinding,0.58,2.29,,"Quartz, microlin, C3S, C2S, C3A, Portlandite, Ettringite",,Crystalline phases and back-calculated amorphous phases (C-S-H),650.0,25.0,7.0,51.2
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,25.0,14.0,12.0
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,25.0,14.0,8.98
P066,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash,Rice husk / Paddy grains,Blazing,,87.5,,0.4,,,,,,,,87.5,,,,,,,,,25.0,14.0,22.7
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,25.0,21.0,14.0
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,25.0,28.0,29.7
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,25.0,28.0,19.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,25.0,28.0,9.0
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,25.0,28.0,13.29
P060,"0, 25, 50, 100",0.0,100.0,Pulverized rice husk ash (RHA),Rice husk (protecting outer cover of paddy),Burning and ball milling,Ball milling speed: 300; Grinding duration: 5,,mechanical,0.2,,,high,,,,Grinding / Ball milling,,Ball mill speed: 300; Duration: 5,,,,Cristobalite,,Cristobalite,,25.0,28.0,98.08
P066,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash,Rice husk / Paddy grains,Blazing,,87.5,,0.4,,,,,,,,87.5,,,,,,,,,25.0,28.0,25.2
P072,25,25.0,25.0,Rice Husk Ash (RHA),"Sundried RHA collected in Bagamoyo, Tanzania",Burning in a muffle oven and grinding in a ball mill,Burned in small amounts to ensure homogeneous combustion and oxidizing environment; ground in small batches of 10 g,94.97,both,0.5,0.58,0.97,high,0.83,0.57,1.66,"Grinding in a ball mill (Cryomill, Retsch, Germany)",14.466667,Controlled laboratory muffle oven burning and ball mill grinding,0.58,2.29,,"Quartz, microlin, C3S, C2S, C3A, Portlandite, Ettringite",,Crystalline phases and back-calculated amorphous phases (C-S-H),650.0,25.0,28.0,60.3
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,25.0,90.0,38.5
P072,25,25.0,25.0,Rice Husk Ash (RHA),"Sundried RHA collected in Bagamoyo, Tanzania",Burning in a muffle oven and grinding in a ball mill,Burned in small amounts to ensure homogeneous combustion and oxidizing environment; ground in small batches of 10 g,94.97,both,0.5,0.58,0.97,high,0.83,0.57,1.66,"Grinding in a ball mill (Cryomill, Retsch, Germany)",14.466667,Controlled laboratory muffle oven burning and ball mill grinding,0.58,2.29,,"Quartz, microlin, C3S, C2S, C3A, Portlandite, Ettringite",,Crystalline phases and back-calculated amorphous phases (C-S-H),650.0,25.0,90.0,66.1
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,25.0,270.0,45.6
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,25.0,360.0,43.7
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,30.0,1.0,19.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,30.0,2.0,14.9
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,30.0,2.0,15.5
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,3.0,31.5
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,3.0,43.1
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,30.0,3.0,32.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,30.0,3.0,1.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,7.0,24.2
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,7.0,32.5
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,7.0,39.3
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,7.0,51.7
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,30.0,7.0,43.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,7.0,11.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,7.0,14.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,30.0,7.0,4.0
