paper_id,Paper Title,Mix ID,Replacement Level,Activation Method,Key Processing Parameters,Reported Strength
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,Ref,0%,,"Water/M: 11.11 wt%, PC/M: 0.071 wt%, Sand/M: 66.66 wt%",Compressive Strength: 44.55 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,Ref-10,10%,,"OPC/M: 20.00 wt%, RCP/M: 2.22 wt%, PC/M: 0.071 wt%",Compressive Strength: 46.16 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,Ref-20,20%,,"OPC/M: 17.78 wt%, RCP/M: 4.44 wt%, PC/M: 0.071 wt%",Compressive Strength: 49.48 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,Ref-30,30%,,"OPC/M: 15.56 wt%, RCP/M: 6.66 wt%, PC/M: 0.071 wt%","Compressive Strength: 45.01 MPa, Flexural Strength: 5.43 MPa"
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,Ref-40,40%,,"OPC/M: 13.33 wt%, RCP/M: 8.88 wt%, PC/M: 0.071 wt%",Compressive Strength: 35.98 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,Ref-50,50%,,"OPC/M: 11.11 wt%, RCP/M: 11.11 wt%, PC/M: 0.071 wt%",Compressive Strength: 3.79 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,GO-10,10%,GO Coating,"OPC/M: 20.00 wt%, RCP/M: 2.22 wt%, GO/M: 0.002 wt%, PC/M: 0.071 wt%",Compressive Strength: 51.13 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,GO-20,20%,GO Coating,"OPC/M: 17.78 wt%, RCP/M: 4.44 wt%, GO/M: 0.004 wt%, PC/M: 0.071 wt%",Compressive Strength: 54.60 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,GO-30,30%,GO Coating,"OPC/M: 15.56 wt%, RCP/M: 6.66 wt%, GO/M: 0.006 wt%, PC/M: 0.071 wt%",Compressive Strength: 50.93 / 50.94 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,GO-40,40%,GO Coating,"OPC/M: 13.33 wt%, RCP/M: 8.88 wt%, GO/M: 0.008 wt%, PC/M: 0.071 wt%",Compressive Strength: 46.38 MPa
83,Redefining the cement substitution potential of recycled concrete powder using graphene oxide coating,GO-50,50%,GO Coating,"OPC/M: 11.11 wt%, RCP/M: 11.11 wt%, GO/M: 0.010 wt%, PC/M: 0.071 wt%",Compressive Strength: 30.99 / 31.00 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG1,,"120 min Ball Milling, 0% CaO, 0% CaSO4","120 min grinding, w/b = 0.5:1",3d: 0 MPa; 7d: 0 MPa; 28d: 0 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG2,,"120 min Ball Milling, 1% CaO, 0% CaSO4","120 min grinding, w/b = 0.5:1",3d: 0 MPa; 7d: 1.175 MPa; 28d: 1.400 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG3,,"120 min Ball Milling, 5% CaO, 0% CaSO4","120 min grinding, w/b = 0.5:1",3d: 1.775 MPa; 7d: 2.275 MPa; 28d: 3.025 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG4,,"120 min Ball Milling, 9% CaO, 0% CaSO4","120 min grinding, w/b = 0.5:1",3d: 1.575 MPa; 7d: 2.050 MPa; 28d: 3.000 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG5,,"120 min Ball Milling, 5% CaO, 1% CaSO4","120 min grinding, w/b = 0.5:1",3d: 2.825 MPa; 7d: 3.100 MPa; 28d: 3.825 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG6,,"120 min Ball Milling, 5% CaO, 5% CaSO4","120 min grinding, w/b = 0.5:1",3d: 3.125 MPa; 7d: 4.175 MPa; 28d: 4.475 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG7,,"120 min Ball Milling, 5% CaO, 9% CaSO4","120 min grinding, w/b = 0.5:1",3d: 2.925 MPa; 7d: 4.150 MPa; 28d: 4.325 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG8,,"0 min Ball Milling, 5% CaO, 5% CaSO4","0 min grinding, w/b = 0.5:1",3d: 0 MPa; 7d: 0 MPa; 28d: 0 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG9,,"40 min Ball Milling, 5% CaO, 5% CaSO4","40 min grinding, w/b = 0.5:1",3d: 2.100 MPa; 7d: 2.800 MPa; 28d: 3.200 MPa
84,Clean and high-value recycling approach for waste concrete powder: Mechano-chemical activation of pozzolanic activity,RCBG10,,"80 min Ball Milling, 5% CaO, 5% CaSO4","80 min grinding, w/b = 0.5:1",3d: 2.425 MPa; 7d: 3.075 MPa; 28d: 3.400 MPa
85,"Impact of Recycled Concrete and Ceramic Fillers on the Performance of Cementitious Systems: Microstructural, Mechanical, and Durability Aspects",Control (0%),0%,,"W/B = 0.528, Cement: 450g, Sand: 1350g, Water: 237.5g","Compressive: 41.5 MPa (7d), 48.0 MPa (28d), 54.0 MPa (56d)
Flexural: 7.3 MPa (7d), 8.5 MPa (28d), 9.2 MPa (56d)"
85,"Impact of Recycled Concrete and Ceramic Fillers on the Performance of Cementitious Systems: Microstructural, Mechanical, and Durability Aspects",10% FHH,10 vol.%,,"W/B = 0.528, Cement: 405g, FHH: 38.2g, Sand: 1350g, Water: 233.9g","Compressive: 38.9 MPa (7d), 46.8 MPa (28d), 50.0 MPa (56d)
Flexural: 8.5 MPa (7d), 8.8 MPa (28d), 9.8 MPa (56d)"
85,"Impact of Recycled Concrete and Ceramic Fillers on the Performance of Cementitious Systems: Microstructural, Mechanical, and Durability Aspects",20% FHH,20 vol.%,,"W/B = 0.528, Cement: 360g, FHH: 76.4g, Sand: 1350g, Water: 230.3g","Compressive: 34.9 MPa (7d), 37.6 MPa (28d), 44.2 MPa (56d)
Flexural: 7.8 MPa (7d), 8.1 MPa (28d), 8.9 MPa (56d)"
85,"Impact of Recycled Concrete and Ceramic Fillers on the Performance of Cementitious Systems: Microstructural, Mechanical, and Durability Aspects",30% FHH,30 vol.%,,"W/B = 0.528, Cement: 315g, FHH: 114.6g, Sand: 1350g, Water: 226.7g","Compressive: 31.0 MPa (7d), 36.2 MPa (28d), 41.1 MPa (56d)
Flexural: 7.5 MPa (7d), 8.0 MPa (28d), 8.5 MPa (56d)"
85,"Impact of Recycled Concrete and Ceramic Fillers on the Performance of Cementitious Systems: Microstructural, Mechanical, and Durability Aspects",10% FHC,10 vol.%,,"W/B = 0.528, Cement: 405g, FHC: 37.9g, Sand: 1350g, Water: 233.8g","Compressive: 38.9 MPa (7d), 47.5 MPa (28d), 52.2 MPa (56d)
Flexural: 7.7 MPa (7d), 8.7 MPa (28d), 8.7 MPa (56d)"
85,"Impact of Recycled Concrete and Ceramic Fillers on the Performance of Cementitious Systems: Microstructural, Mechanical, and Durability Aspects",20% FHC,20 vol.%,,"W/B = 0.528, Cement: 360g, FHC: 75.8g, Sand: 1350g, Water: 230g","Compressive: 36.5 MPa (7d), 43.8 MPa (28d), 47.0 MPa (56d)
Flexural: 7.6 MPa (7d), 8.7 MPa (28d), 8.7 MPa (56d)"
85,"Impact of Recycled Concrete and Ceramic Fillers on the Performance of Cementitious Systems: Microstructural, Mechanical, and Durability Aspects",30% FHC,30 vol.%,,"W/B = 0.528, Cement: 315g, FHC: 113.7g, Sand: 1350g, Water: 226.3g","Compressive: 32.9 MPa (7d), 38.7 MPa (28d), 42.0 MPa (56d)
Flexural: 7.4 MPa (7d), 8.7 MPa (28d), 8.7 MPa (56d)"
86,Performance of concrete containing waste demolished concrete powder as a partial substitute for cement,C0,0%,,"w/b = 0.6, 1:2:4 mix design","Compressive Strength: 9 MPa (7d), 17.5 MPa (28d); Indirect Tensile Strength: 1.3 MPa (7d), 1.9 MPa (28d); Flexural Strength: 2.9 MPa (7d), 4.9 MPa (28d)"
86,Performance of concrete containing waste demolished concrete powder as a partial substitute for cement,C20,20%,Thermal activation,"Heated at 825°C, ball milled, ground, passed through sieve # 200, w/b = 0.6, 1:2:4 mix design","Compressive Strength: 8.1 MPa (7d), 14 MPa (28d); Indirect Tensile Strength: 1.2 MPa (7d), 1.7 MPa (28d); Flexural Strength: 2.7 MPa (7d), 4.2 MPa (28d)"
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,OR,0%,,"95% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,10R300,10%,Thermal activation,"Activated at 300 °C, 2.5 h; 85% Clinker, 5% Gypsum","GRAPH-DERIVED: ~65 kg/cm² (3d), ~80 kg/cm² (7d), ~110 kg/cm² (28d)"
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,20R300,20%,Thermal activation,"Activated at 300 °C, 2.5 h; 75% Clinker, 5% Gypsum","GRAPH-DERIVED: ~55 kg/cm² (3d), ~70 kg/cm² (7d), ~95 kg/cm² (28d)"
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,30R300,30%,Thermal activation,"Activated at 300 °C, 2.5 h; 65% Clinker, 5% Gypsum","GRAPH-DERIVED: ~40 kg/cm² (3d), ~55 kg/cm² (7d), ~80 kg/cm² (28d)"
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,40R300,40%,Thermal activation,"Activated at 300 °C, 2.5 h; 55% Clinker, 5% Gypsum","GRAPH-DERIVED: ~30 kg/cm² (3d), ~40 kg/cm² (7d), ~60 kg/cm² (28d)"
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,10R500,10%,Thermal activation,"Activated at 500 °C, 2.5 h; 85% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,20R500,20%,Thermal activation,"Activated at 500 °C, 2.5 h; 75% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,30R500,30%,Thermal activation,"Activated at 500 °C, 2.5 h; 65% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,40R500,40%,Thermal activation,"Activated at 500 °C, 2.5 h; 55% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,10R700,10%,Thermal activation,"Activated at 700 °C, 2.5 h; 85% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,20R700,20%,Thermal activation,"Activated at 700 °C, 2.5 h; 75% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,30R700,30%,Thermal activation,"Activated at 700 °C, 2.5 h; 65% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,40R700,40%,Thermal activation,"Activated at 700 °C, 2.5 h; 55% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,10R900,10%,Thermal activation,"Activated at 900 °C, 2.5 h; 85% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,20R900,20%,Thermal activation,"Activated at 900 °C, 2.5 h; 75% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,30R900,30%,Thermal activation,"Activated at 900 °C, 2.5 h; 65% Clinker, 5% Gypsum",
87,Hydration characteristics of cement blended with thermally reactivated recycled concrete demolition waste,40R900,40%,Thermal activation,"Activated at 900 °C, 2.5 h; 55% Clinker, 5% Gypsum",
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,M4 (C70RP15CG15),30% (15% RCP + 15% SCGP),Mineral Addition,15% RCP combined with 15% SCGP,28 d CS: Decreased by 12.55% vs control; 28 d FS: Increased by 9.63% vs control
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,RM-25R-25C,50% (25% RCP + 25% SCGP),Mineral Addition,25% RCP combined with 25% SCGP,56 d FS: 18.33% higher vs control; 300 d FS: 10.26% lower vs control
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,M-10GR,10% (Ternary blend: RCP + WGP),Mineral Addition,10% total replacement with RCP and Waste Glass Powder (WGP),28 d CS: Increased by 5.2%; 7 d FS: Increased by 7.4%
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,M-15GR,15% (Ternary blend: RCP + WGP),Mineral Addition,15% total replacement with RCP and WGP,28 d CS: Decreased by 2.3%; 7 d FS: Decreased by 3.7%; 90 d FS: Decreased by 3.0%
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,M-20GR,20% (Ternary blend: RCP + WGP),Mineral Addition,20% total replacement with RCP and WGP,28 d CS: Decreased by 7.1%; 7 d FS: Decreased by 0.7%; 90 d FS: Decreased by 9.4%
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,RCP-400C,30%,Thermal,Heated at 400°C,28 d CS: 32.42 MPa (+4.41% vs ambient RCP mortar)
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,RCP-600C,30%,Thermal,Heated at 600°C,28 d CS: 33.93 MPa (+9.28% vs ambient RCP mortar)
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,RCP-700C / RFP-700,30%,Thermal,Heated at 700°C,28 d CS: 34.7 MPa (+17.1% vs unactivated specimen)
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,RCP-800C,30%,Thermal,Heated at 800°C,28 d CS: 36.92 MPa (+18.90% vs ambient RCP mortar)
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,M-50WCPC-800T,50%,Thermal,WCP calcined at 800°C,Reported slightly lower CS than M-50WCP-600T due to excessive CaO
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,10% RFP Mortar,10%,Mechanical,Ground recycled fine powder,3 d CS: +17.62% vs control; 3 d FS: +5.56% vs control; 7 d FS: -9.59% vs control; 28 d FS: -15.12% vs control
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,30% RFP Mortar,30%,Mechanical,Ground recycled fine powder,3 d CS: -9.05% vs control; 3 d FS: -16.67% vs control; 7 d FS: -35.62% vs control; 28 d FS: -22.09% vs control
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,50% RFP Mortar,50%,Mechanical,Ground recycled fine powder,3 d CS: -45.24% vs control; 3 d FS: -35.19% vs control; 7 d FS: -50.68% vs control; 28 d FS: -37.21% vs control
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,30% RCP + 2% NS,30%,Nano Activation,2% Nano-Silica (NS) addition,28 d CS & FS: Equivalent to pure cement control mortar (+25% strength increase)
88,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,Carbonated RCF Mortar,10%–30%,Carbonation,CO2 treatment / cyclic carbonation,3 d CS: -1.76% to -7.17% vs control; 28 d CS: +10.27% to +12.57% vs control (+1.3% to +10.5% higher than untreated RCP mortar)
89,Effect of recycled concrete powder on the rheological properties of cement paste: New findings,P_C_RCP_0%,0%,,"Crushed, sieved < 75 µm",
89,Effect of recycled concrete powder on the rheological properties of cement paste: New findings,P_C_RCP_5%,5%,,"Crushed, sieved < 75 µm",
89,Effect of recycled concrete powder on the rheological properties of cement paste: New findings,P_C_RCP_10%,10%,,"Crushed, sieved < 75 µm",
89,Effect of recycled concrete powder on the rheological properties of cement paste: New findings,P_C_RCP_15%,15%,,"Crushed, sieved < 75 µm",
89,Effect of recycled concrete powder on the rheological properties of cement paste: New findings,P_C_RCP_20%,20%,,"Crushed, sieved < 75 µm",
89,Effect of recycled concrete powder on the rheological properties of cement paste: New findings,P_C_RCP_25%,25%,,"Crushed, sieved < 75 µm",
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,AAM-Control,"0% WCF binder, 0% WCF sand","Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 100 g, GGBS: 100 g, Natural Sand: 200 g, WCF: 0 g, w/b: 0.4",28d Compressive Strength: 69.3 MPa; 28d Flexural Strength: 9.8 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,WCF-30FG,30% WCF binder replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 70 g, GGBS: 70 g, Natural Sand: 200 g, WCF: 60 g, w/b: 0.4",28d Compressive Strength: 63.1 MPa; 28d Flexural Strength: 9.3 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,WCF-50FG,50% WCF binder replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 50 g, GGBS: 50 g, Natural Sand: 200 g, WCF: 100 g, w/b: 0.4",28d Compressive Strength: 58.2 MPa; 28d Flexural Strength: 8.4 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,WCF-70FG,70% WCF binder replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 30 g, GGBS: 30 g, Natural Sand: 200 g, WCF: 140 g, w/b: 0.4",28d Compressive Strength: 45.3 MPa; 28d Flexural Strength: 6.9 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,WCF-100FG,100% WCF binder replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 0 g, GGBS: 0 g, Natural Sand: 200 g, WCF: 200 g, w/b: 0.4",28d Compressive Strength: 28.7 MPa; 28d Flexural Strength: 5.1 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,WCF-30NS,30% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 100 g, GGBS: 100 g, Natural Sand: 140 g, WCF: 60 g, w/b: 0.4",28d Compressive Strength: 77.7 MPa; 28d Flexural Strength: 10.4 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,WCF-50NS,50% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 100 g, GGBS: 100 g, Natural Sand: 100 g, WCF: 100 g, w/b: 0.4",28d Compressive Strength: 80.6 MPa; 28d Flexural Strength: 11.0 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,WCF-70NS,70% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 100 g, GGBS: 100 g, Natural Sand: 60 g, WCF: 140 g, w/b: 0.4",28d Compressive Strength: 83.9 MPa; 28d Flexural Strength: 10.3 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,WCF-100NS,100% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 100 g, GGBS: 100 g, Natural Sand: 0 g, WCF: 200 g, w/b: 0.4",28d Compressive Strength: 85.2 MPa; 28d Flexural Strength: 9.9 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,30FG+30NS,30% WCF binder & 30% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 70 g, GGBS: 70 g, Natural Sand: 140 g, WCF: 120 g, w/b: 0.4",28d Compressive Strength: 69.4 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,50FG+50NS,50% WCF binder & 50% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 50 g, GGBS: 50 g, Natural Sand: 100 g, WCF: 200 g, w/b: 0.4",28d Compressive Strength: 63.0 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,70FG+70NS,70% WCF binder & 70% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 30 g, GGBS: 30 g, Natural Sand: 60 g, WCF: 280 g, w/b: 0.4",28d Compressive Strength: 48.2 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,100FG+100NS,100% WCF binder & 100% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 0 g, GGBS: 0 g, Natural Sand: 0 g, WCF: 400 g, w/b: 0.4",28d Compressive Strength: 37.3 MPa; 28d Flexural Strength: 5.3 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,100FG+30NS,100% WCF binder & 30% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 0 g, GGBS: 0 g, Natural Sand: 140 g, WCF: 260 g, w/b: 0.4",28d Compressive Strength: 31.2 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,100FG+50NS,100% WCF binder & 50% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 0 g, GGBS: 0 g, Natural Sand: 100 g, WCF: 300 g, w/b: 0.4",28d Compressive Strength: 33.5 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,100FG+70NS,100% WCF binder & 70% WCF sand replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 0 g, GGBS: 0 g, Natural Sand: 60 g, WCF: 340 g, w/b: 0.4",28d Compressive Strength: 35.1 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,100NS+30FG,100% WCF sand & 30% WCF binder replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 70 g, GGBS: 70 g, Natural Sand: 0 g, WCF: 260 g, w/b: 0.4",28d Compressive Strength: 78.1 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,100NS+50FG,100% WCF sand & 50% WCF binder replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 50 g, GGBS: 50 g, Natural Sand: 0 g, WCF: 300 g, w/b: 0.4",28d Compressive Strength: 68.2 MPa
90,Developing fully recycled alkali-activated mortar made with waste concrete fines as a substitute for both binder and sand: Multi-properties evaluation,100NS+70FG,100% WCF sand & 70% WCF binder replacement,"Sodium silicate solution (1.4 silica modulus, 8.0% alkali dosage)","FA: 30 g, GGBS: 30 g, Natural Sand: 0 g, WCF: 340 g, w/b: 0.4",28d Compressive Strength: 52.4 MPa
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,Reference,0%,,w/c = 0.40,"7d: 59.62 MPa
28d: 76.58 MPa
56d: 83.69 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,95PC5RCP1,5%,Sieving (#100 mesh),Grinding time: 0 min; w/c = 0.40,"7d: 60.91 MPa
28d: 72.98 MPa
56d: 80.55 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,90PC10RCP1,10%,Sieving (#100 mesh),Grinding time: 0 min; w/c = 0.40,"7d: 59.33 MPa
28d: 68.31 MPa
56d: 71.81 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,85PC15RCP1,15%,Sieving (#100 mesh),Grinding time: 0 min; w/c = 0.40,"7d: 52.88 MPa
28d: 53.71 MPa
56d: 70.40 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,95PC5RCP2,5%,Mechanical ball milling,Grinding time: 30 min; w/c = 0.40,"7d: 59.94 MPa
28d: 69.69 MPa
56d: 82.53 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,90PC10RCP2,10%,Mechanical ball milling,Grinding time: 30 min; w/c = 0.40,"7d: 57.98 MPa
28d: 62.36 MPa
56d: 73.85 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,85PC15RCP2,15%,Mechanical ball milling,Grinding time: 30 min; w/c = 0.40,"7d: 51.37 MPa
28d: 62.64 MPa
56d: 70.48 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,95PC5RCP3,5%,Mechanical ball milling,Grinding time: 120 min; w/c = 0.40,"7d: 61.70 MPa
28d: 72.17 MPa
56d: 80.68 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,90PC10RCP3,10%,Mechanical ball milling,Grinding time: 120 min; w/c = 0.40,"7d: 55.89 MPa
28d: 70.56 MPa
56d: 76.42 MPa"
91,Influence of particle size and content of recycled concrete powder on the hydration and compressive strength of Portland cement-based materials,85PC15RCP3,15%,Mechanical ball milling,Grinding time: 120 min; w/c = 0.40,"7d: 53.05 MPa
28d: 64.81 MPa
56d: 67.87 MPa"
92,Durability of cement mortars containing fine demolition wastes as supplementary cementitious materials,REF,0%,,"Water-to-binder ratio: 0.5, Sand-to-binder ratio: 3",60.22 MPa
92,Durability of cement mortars containing fine demolition wastes as supplementary cementitious materials,CS105,20%,Dried at 105°C,"Dried at 105°C, 0/125 µm fraction, w/b = 0.5, s/b = 3",50.19 MPa
92,Durability of cement mortars containing fine demolition wastes as supplementary cementitious materials,MS105,20%,Dried at 105°C,"Dried at 105°C, 0/125 µm fraction, w/b = 0.5, s/b = 3",49.56 MPa
92,Durability of cement mortars containing fine demolition wastes as supplementary cementitious materials,WM105,20%,Dried at 105°C,"Dried at 105°C, 0/125 µm fraction, w/b = 0.5, s/b = 3",47.79 MPa
92,Durability of cement mortars containing fine demolition wastes as supplementary cementitious materials,CS500,20%,Thermal activation at 500°C,"Calcined at 500°C for 2 hours, heating rate 10°C/min, 0/125 µm fraction, w/b = 0.5, s/b = 3",53.45 MPa
92,Durability of cement mortars containing fine demolition wastes as supplementary cementitious materials,MS500,20%,Thermal activation at 500°C,"Calcined at 500°C for 2 hours, heating rate 10°C/min, 0/125 µm fraction, w/b = 0.5, s/b = 3",52.28 MPa
